psu,hh,idcode,hhid,q02,q03,q04,q05y,q05m,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,psu_hh_idcode
401,2,3,40102,2,4,19940809,18,1,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,401_2_3
401,2,4,40102,1,4,19990905,13,0,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,401_2_4
401,2,5,40102,2,4,20010220,11,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,401_2_5
401,3,1,40103,1,1,19430101,69,8,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,79.0,-999.0,2,-999.0,1.0,2.0,80.0,-999.0,401_3_1
401,3,2,40103,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,401_3_2
401,3,3,40103,1,4,19750628,37,2,1.0,1.0,4.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,401_3_3
401,3,4,40103,2,9,19800108,32,8,1.0,1.0,3.0,0,1,2,-999.0,1.0,2.0,87.0,-999.0,2,-999.0,1.0,2.0,67.0,-999.0,401_3_4
401,3,5,40103,1,5,20001109,11,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,401_3_5
401,3,6,40103,1,5,20051216,6,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,401_3_6
401,3,7,40103,1,5,20080709,4,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,401_3_7
401,3,8,40103,2,4,19820820,30,0,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,401_3_8
401,3,9,40103,2,4,19890910,23,0,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,401_3_9
401,4,2,40104,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,401_4_2
401,5,1,40105,2,1,19590520,53,3,4.0,-999.0,-999.0,0,1,2,-999.0,2.0,2.0,64.0,-999.0,2,-999.0,1.0,1.0,-999.0,81.0,401_5_1
401,5,2,40105,1,4,19841018,27,10,1.0,1.0,3.0,0,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,2.0,2.0,67.0,-999.0,401_5_2
401,5,3,40105,2,9,19880607,24,3,1.0,1.0,2.0,0,1,2,-999.0,2.0,1.0,-999.0,63.0,2,-999.0,3.0,2.0,58.0,-999.0,401_5_3
401,6,1,40106,1,1,19570902,55,0,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,89.0,-999.0,2,-999.0,1.0,2.0,70.0,-999.0,401_6_1
401,6,2,40106,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,401_6_2
401,8,1,40108,2,1,19540419,58,4,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,2.0,69.0,-999.0,2,-999.0,1.0,2.0,74.0,-999.0,401_8_1
401,8,2,40108,2,4,19800307,32,6,5.0,-999.0,-999.0,0,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,2.0,2.0,60.0,-999.0,401_8_2
402,1,1,40201,1,1,19531024,58,10,1.0,1.0,2.0,0,1,2,-999.0,2.0,2.0,68.0,-999.0,2,-999.0,2.0,2.0,49.0,-999.0,402_1_1
402,1,2,40201,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,402_1_2
402,1,3,40201,1,4,19751006,36,11,1.0,1.0,4.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_1_3
402,1,4,40201,2,9,19820508,30,3,1.0,1.0,3.0,0,1,2,-999.0,2.0,1.0,-999.0,65.0,2,-999.0,2.0,1.0,-999.0,71.0,402_1_4
402,1,5,40201,1,5,20031018,8,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,402_1_5
402,1,6,40201,1,5,20061220,5,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,402_1_6
402,1,7,40201,2,5,20120604,0,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,402_1_7
402,2,1,40202,1,1,19340502,78,4,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,27.0,-999.0,2,-999.0,1.0,2.0,65.0,-999.0,402_2_1
402,2,2,40202,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,402_2_2
402,2,3,40202,1,4,19750829,37,0,1.0,1.0,4.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_2_3
402,2,4,40202,2,9,19750224,37,6,1.0,1.0,3.0,0,1,2,-999.0,1.0,1.0,-999.0,70.0,2,-999.0,1.0,2.0,78.0,-999.0,402_2_4
402,2,5,40202,2,5,19980515,14,3,5.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,402_2_5
402,2,6,40202,1,5,20090829,3,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,402_2_6
402,3,1,40203,1,1,19540315,58,5,1.0,1.0,2.0,0,1,2,-999.0,2.0,2.0,47.0,-999.0,2,-999.0,2.0,2.0,85.0,-999.0,402_3_1
402,3,2,40203,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,402_3_2
402,3,3,40203,1,4,19790627,33,2,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_3_3
402,3,4,40203,1,4,19860902,26,0,1.0,1.0,5.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_3_4
402,3,5,40203,2,9,19860222,26,6,1.0,1.0,4.0,0,1,2,-999.0,3.0,1.0,-999.0,57.0,2,-999.0,3.0,1.0,-999.0,62.0,402_3_5
402,4,1,40204,1,1,19630724,49,1,1.0,1.0,2.0,0,1,1,7.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,2.0,2.0,82.0,-999.0,402_4_1
402,4,2,40204,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,402_4_2
402,4,3,40204,1,4,19930127,19,7,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_4_3
402,4,4,40204,1,4,19991018,12,10,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_4_4
402,4,5,40204,2,4,20021123,9,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_4_5
402,4,6,40204,2,4,20090608,3,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_4_6
402,4,7,40204,2,7,19330903,79,0,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,2.0,84.0,-999.0,2,-999.0,1.0,2.0,55.0,-999.0,402_4_7
402,5,1,40205,1,1,19590228,53,6,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,74.0,-999.0,2,-999.0,1.0,2.0,58.0,-999.0,402_5_1
402,5,2,40205,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,402_5_2
402,5,3,40205,1,4,19871124,24,9,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_5_3
402,5,4,40205,1,4,19910508,21,4,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_5_4
402,5,5,40205,2,4,19941002,17,11,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_5_5
402,6,2,40206,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,402_6_2
402,6,3,40206,1,4,19801126,31,9,1.0,1.0,4.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_6_3
402,6,4,40206,2,9,19830922,28,11,1.0,1.0,3.0,0,1,2,-999.0,3.0,1.0,-999.0,52.0,2,-999.0,3.0,1.0,-999.0,56.0,402_6_4
402,6,5,40206,2,5,20040912,7,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,402_6_5
402,6,6,40206,1,5,20071111,4,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,402_6_6
402,6,7,40206,1,4,19840125,28,7,1.0,1.0,8.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_6_7
402,6,8,40206,2,9,19831010,28,11,1.0,1.0,7.0,0,1,2,-999.0,1.0,1.0,-999.0,50.0,2,-999.0,1.0,1.0,-999.0,55.0,402_6_8
402,6,9,40206,2,5,20100611,2,-999,-999.0,-999.0,-999.0,0,1,1,8.0,-999.0,-999.0,-999.0,-999.0,1,7.0,-999.0,-999.0,-999.0,-999.0,402_6_9
402,6,10,40206,1,4,19860514,26,3,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_6_10
402,7,1,40207,1,1,19540825,58,0,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,66.0,-999.0,2,-999.0,2.0,2.0,70.0,-999.0,402_7_1
402,7,2,40207,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,402_7_2
402,7,3,40207,1,4,19830512,29,3,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_7_3
402,7,4,40207,1,4,19851226,26,8,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_7_4
402,7,5,40207,1,4,19950831,17,0,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_7_5
402,7,6,40207,2,4,19980814,14,0,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_7_6
402,8,1,40208,1,1,19621025,49,10,1.0,1.0,2.0,0,1,2,-999.0,2.0,1.0,-999.0,80.0,2,-999.0,2.0,1.0,-999.0,83.0,402_8_1
402,8,2,40208,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,402_8_2
402,8,3,40208,1,4,19900404,22,5,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_8_3
402,8,4,40208,1,4,19930625,19,2,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,402_8_4
403,1,1,40301,1,1,19550720,57,2,1.0,1.0,2.0,0,1,2,-999.0,1.0,1.0,-999.0,98.0,2,-999.0,1.0,2.0,60.0,-999.0,403_1_1
403,1,2,40301,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,403_1_2
403,2,1,40302,1,1,19611220,50,9,1.0,1.0,2.0,0,1,2,-999.0,2.0,1.0,-999.0,74.0,2,-999.0,2.0,1.0,-999.0,80.0,403_2_1
403,2,2,40302,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,403_2_2
403,2,3,40302,1,4,19871204,24,9,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,403_2_3
403,2,4,40302,2,4,19930331,19,5,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,403_2_4
403,2,5,40302,1,4,19981021,13,11,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,403_2_5
403,3,1,40303,2,1,19560917,56,0,4.0,-999.0,-999.0,0,1,2,-999.0,2.0,1.0,-999.0,85.0,2,-999.0,2.0,2.0,74.0,-999.0,403_3_1
403,3,2,40303,1,4,19850706,27,2,5.0,-999.0,-999.0,0,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,2.0,56.0,-999.0,403_3_2
403,3,3,40303,1,4,19891213,22,9,5.0,-999.0,-999.0,0,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,2.0,56.0,-999.0,403_3_3
403,5,1,40305,1,1,19550120,57,8,1.0,1.0,2.0,0,1,2,-999.0,2.0,1.0,-999.0,87.0,2,-999.0,2.0,2.0,80.0,-999.0,403_5_1
403,5,2,40305,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,403_5_2
403,5,3,40305,1,4,19881111,23,10,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,403_5_3
403,5,4,40305,1,4,19901102,21,10,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,403_5_4
403,6,1,40306,1,1,19550705,57,2,1.0,1.0,2.0,0,1,2,-999.0,2.0,1.0,-999.0,82.0,2,-999.0,2.0,2.0,61.0,-999.0,403_6_1
403,7,1,40307,2,1,19470820,65,1,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,2.0,54.0,-999.0,2,-999.0,2.0,2.0,70.0,-999.0,403_7_1
403,7,2,40307,1,4,19710421,41,5,1.0,1.0,3.0,0,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,2.0,46.0,-999.0,403_7_2
403,7,3,40307,2,9,19740930,37,11,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,63.0,2,-999.0,3.0,1.0,-999.0,70.0,403_7_3
403,7,4,40307,1,5,20040906,8,-999,-999.0,-999.0,-999.0,0,1,1,3.0,-999.0,-999.0,-999.0,-999.0,1,2.0,-999.0,-999.0,-999.0,-999.0,403_7_4
403,8,1,40308,1,1,19350112,77,8,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,35.0,-999.0,2,-999.0,1.0,2.0,90.0,-999.0,403_8_1
403,8,2,40308,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,403_8_2
403,8,3,40308,1,4,19750803,37,1,5.0,-999.0,-999.0,2,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,403_8_3
403,9,2,40309,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,403_9_2
403,9,3,40309,2,7,19590301,53,6,4.0,-999.0,-999.0,0,1,2,-999.0,2.0,1.0,-999.0,84.0,2,-999.0,2.0,1.0,-999.0,88.0,403_9_3
403,9,4,40309,1,8,19831025,28,10,5.0,-999.0,-999.0,0,1,1,3.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,2.0,51.0,-999.0,403_9_4
404,1,1,40401,1,1,19490107,63,8,1.0,1.0,2.0,0,1,2,-999.0,2.0,2.0,73.0,-999.0,2,-999.0,2.0,2.0,63.0,-999.0,404_1_1
404,1,2,40401,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,404_1_2
404,1,3,40401,1,4,19980301,14,6,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,404_1_3
404,1,4,40401,1,4,20040810,8,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,404_1_4
404,2,1,40402,1,1,19540210,58,7,1.0,1.0,2.0,0,1,2,-999.0,2.0,1.0,-999.0,90.0,2,-999.0,2.0,2.0,78.0,-999.0,404_2_1
404,2,2,40402,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,404_2_2
404,2,3,40402,2,4,19840731,28,1,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,404_2_3
404,2,4,40402,1,4,19890720,23,2,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,404_2_4
404,3,1,40403,1,1,19750926,36,11,1.0,1.0,2.0,0,1,2,-999.0,3.0,1.0,-999.0,55.0,2,-999.0,3.0,1.0,-999.0,57.0,404_3_1
404,3,2,40403,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,404_3_2
404,3,3,40403,1,4,20080807,4,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,404_3_3
404,3,4,40403,1,4,20100610,2,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,404_3_4
404,4,1,40404,1,1,19300914,82,0,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,2.0,67.0,-999.0,2,-999.0,1.0,2.0,77.0,-999.0,404_4_1
404,4,2,40404,2,9,19670519,45,3,1.0,2.0,-999.0,0,1,2,-999.0,2.0,1.0,-999.0,70.0,2,-999.0,2.0,2.0,66.0,-999.0,404_4_2
404,4,3,40404,1,5,19920322,20,5,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,1.0,-999.0,46.0,404_4_3
404,4,4,40404,2,5,20000809,12,1,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,1.0,-999.0,46.0,404_4_4
404,5,1,40405,2,1,19730503,39,4,4.0,-999.0,-999.0,0,1,2,-999.0,2.0,1.0,-999.0,60.0,2,-999.0,2.0,1.0,-999.0,60.0,404_5_1
404,5,2,40405,2,4,19930302,19,6,2.0,2.0,-999.0,0,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,2.0,42.0,-999.0,404_5_2
404,5,3,40405,2,4,19990207,13,7,5.0,-999.0,-999.0,0,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,2.0,42.0,-999.0,404_5_3
404,5,4,40405,1,4,20001013,11,-999,-999.0,-999.0,-999.0,0,1,1,1.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,3.0,2.0,42.0,-999.0,404_5_4
404,6,1,40406,1,1,19530708,59,2,1.0,1.0,2.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,2,-999.0,2.0,2.0,67.0,-999.0,404_6_1
404,6,3,40406,1,4,19890808,23,1,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,404_6_3
404,6,4,40406,2,7,19180602,94,3,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,2.0,78.0,-999.0,2,-999.0,1.0,2.0,81.0,-999.0,404_6_4
404,7,1,40407,1,1,19540523,58,3,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,72.0,-999.0,2,-999.0,2.0,2.0,75.0,-999.0,404_7_1
404,7,2,40407,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,404_7_2
404,7,3,40407,2,4,19870313,25,6,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,404_7_3
404,7,4,40407,1,4,19890124,23,7,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,404_7_4
404,7,5,40407,2,4,19910408,21,5,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,404_7_5
404,8,1,40408,1,1,19620328,50,5,1.0,1.0,2.0,0,1,2,-999.0,1.0,1.0,-999.0,70.0,2,-999.0,1.0,2.0,70.0,-999.0,404_8_1
404,8,2,40408,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,404_8_2
404,8,3,40408,1,4,20000320,12,6,5.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,404_8_3
404,8,4,40408,1,4,20020522,10,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,404_8_4
405,1,1,40501,1,1,19740906,38,0,1.0,1.0,2.0,0,1,2,-999.0,2.0,1.0,-999.0,78.0,2,-999.0,2.0,2.0,74.0,-999.0,405_1_1
405,1,2,40501,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,405_1_2
405,1,3,40501,2,4,20021221,9,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,405_1_3
405,1,4,40501,2,4,20051130,6,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,405_1_4
405,1,5,40501,1,4,20070602,5,-999,-999.0,-999.0,-999.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,405_1_5
405,2,1,40502,1,1,19431025,68,10,1.0,1.0,2.0,0,1,2,-999.0,1.0,2.0,70.0,-999.0,2,-999.0,1.0,2.0,90.0,-999.0,405_2_1
405,2,2,40502,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,405_2_2
405,2,3,40502,1,4,19730204,39,7,1.0,1.0,4.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,405_2_3
405,2,4,40502,2,9,19771025,34,10,1.0,1.0,3.0,0,1,2,-999.0,3.0,1.0,-999.0,65.0,2,-999.0,3.0,1.0,-999.0,70.0,405_2_4
405,2,5,40502,1,5,19980809,14,1,5.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,405_2_5
405,2,6,40502,2,5,20020828,10,-999,-999.0,-999.0,-999.0,0,1,1,4.0,-999.0,-999.0,-999.0,-999.0,1,3.0,-999.0,-999.0,-999.0,-999.0,405_2_6
405,2,7,40502,1,4,19760606,36,3,1.0,1.0,8.0,0,1,1,2.0,-999.0,-999.0,-999.0,-999.0,1,1.0,-999.0,-999.0,-999.0,-999.0,405_2_7
405,2,8,40502,2,9,19780903,34,0,1.0,1.0,7.0,0,1,2,-999.0,2.0,1.0,-999.0,60.0,2,-999.0,2.0,1.0,-999.0,67.0,405_2_8
405,2,9,40502,1,5,19981211,13,9,5.0,-999.0,-999.0,0,1,1,8.0,-999.0,-999.0,-999.0,-999.0,1,7.0,-999.0,-999.0,-999.0,-999.0,405_2_9
405,2,10,40502,2,5,20011224,10,-999,-999.0,-999.0,-999.0,0,1,1,8.0,-999.0,-999.0,-999.0,-999.0,1,7.0,-999.0,-999.0,-999.0,-999.0,405_2_10
405,3,1,40503,1,1,19280704,84,2,4.0,-999.0,-999.0,0,1,2,-999.0,1.0,2.0,87.0,-999.0,2,-999.0,1.0,2.0,90.0,-999.0,405_3_1
405,4,2,40504,2,2,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,405_4_2
