psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10,house_q02,house_q03,house_q04,house_q05y,house_q05m,house_q06,house_q07,house_q08,house_q09,house_q10,house_q11,house_q12,house_q13,house_q14,house_q15,house_q16,house_q17,house_q18,house_q19,house_q20,house_q21,house_q22,edu_q01,edu_q02,edu_q03,edu_q04,edu_q05,edu_q06,edu_q07,edu_q08,edu_q09,edu_q10,edu_q11,edu_q12,edu_q13,edu_q14,edu_q15,edu_q16,edu_q17,edu_q18,edu_q19,edu_q20,edu_q21,edu_q22,edu_q23,edu_q24,edu_q25,edu_q26,edu_q27,edu_q28,edu_q29,edu_q30,edu_q31,edu_q32,edu_q33,edu_q34,edu_q35,edu_q36,edu_q37,edu_q38,edu_q39,edu_q40,edu_q41,edu_q42,edu_q43,edu_q44,edu_q45,edu_q46,edu_q47,edu_q48,edu_q49,edu_q50,edu_q51,edu_q52,edu_q53,edu_q54,edu_q55,edu_q56,edu_q57,edu_q58,edu_q59,edu_q60,edu_q61,edu_q62,edu_q63,edu_q64,edu_q65,edu_q66
158_4_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19650526.0,47.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,76.0,,2.0,,2.0,2.0,84.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471_1_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19491002.0,62.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,82.0,,2.0,,1.0,2.0,85.0,,1.0,1.0,1.0,4.0,3.0,5.0,1.0,2.0,,,13.0,,,2.0,,,13.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694_9_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19781001.0,34.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,81.0,,2.0,,2.0,2.0,71.0,,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678_5_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19500925.0,61.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,82.0,,2.0,,2.0,2.0,74.0,,2.0,2.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190_9_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19600424.0,52.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,86.0,2.0,,1.0,2.0,70.0,,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173_3_2,0,0,0,0,0,1,0,0,0,0,1.0,4.0,19560413.0,56.0,5.0,5.0,,,0.0,1.0,1.0,1.0,,,,,2.0,,3.0,2.0,72.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609_1_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19480704.0,64.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,73.0,,2.0,,1.0,2.0,55.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128_9_2,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19710414.0,41.0,4.0,1.0,2.0,,0.0,1.0,2.0,,3.0,2.0,70.0,,2.0,,8.0,2.0,70.0,,2.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624_3_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19650605.0,47.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,77.0,2.0,,2.0,1.0,,84.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365_8_2,0,0,0,1,0,0,0,0,0,0,2.0,2.0,19680204.0,44.0,7.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,67.0,2.0,,3.0,1.0,,71.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447_1_2,0,0,0,0,0,0,0,0,1,0,2.0,2.0,19590906.0,53.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,1.0,,76.0,2.0,,1.0,1.0,,86.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806_3_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19561020.0,55.0,10.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,70.0,,2.0,,2.0,2.0,77.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758_9_2,0,0,0,0,0,1,0,0,0,0,2.0,2.0,19431121.0,68.0,10.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,2.0,75.0,,2.0,,2.0,2.0,30.0,,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115_1_1,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19620507.0,50.0,4.0,2.0,2.0,,0.0,1.0,2.0,,3.0,2.0,61.0,,2.0,,2.0,2.0,84.0,,1.0,1.0,1.0,6.0,6.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,24.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358_3_1,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19620415.0,50.0,4.0,1.0,2.0,,0.0,1.0,2.0,,1.0,1.0,,84.0,2.0,,1.0,1.0,,84.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566_2_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19460107.0,66.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,83.0,,2.0,,2.0,2.0,78.0,,1.0,1.0,1.0,6.0,4.0,9.0,1.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210_4_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19720802.0,40.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,66.0,2.0,,3.0,2.0,58.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,4.0,,,2.0,,,4.0,23.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219_3_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19770620.0,35.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,70.0,2.0,,3.0,2.0,85.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547_9_2,0,0,1,0,0,0,0,0,0,0,2.0,2.0,19800605.0,32.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,75.0,2.0,,2.0,1.0,,75.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,,,2.0,,,2.0,,,2.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218_1_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19630914.0,49.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,73.0,,2.0,,1.0,2.0,63.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204_9_1,0,0,0,0,0,0,1,0,0,0,2.0,1.0,19551112.0,56.0,9.0,4.0,,,0.0,1.0,2.0,,1.0,1.0,,83.0,2.0,,1.0,2.0,67.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640_11_2,0,0,0,0,0,0,0,1,0,0,2.0,2.0,19590725.0,53.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,2.0,78.0,,2.0,,1.0,2.0,88.0,,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54_9_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19460605.0,66.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,79.0,,2.0,,2.0,2.0,88.0,,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227_1_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19750508.0,37.0,4.0,1.0,1.0,2.0,0.0,1.0,1.0,7.0,,,,,1.0,6.0,,,,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529_9_1,0,0,0,0,0,1,0,0,0,0,2.0,1.0,19460510.0,66.0,4.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,69.0,,2.0,,1.0,2.0,78.0,,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779_9_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19290712.0,83.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,68.0,,2.0,,1.0,2.0,72.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519_5_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19500115.0,62.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,80.0,,2.0,,3.0,2.0,80.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30_3_1,0,0,0,0,0,0,0,1,0,0,1.0,1.0,19651228.0,46.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,,1.0,2.0,80.0,,2.0,,1.0,2.0,82.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745_5_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19600414.0,52.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,73.0,2.0,,1.0,2.0,76.0,,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278_9_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19610101.0,51.0,8.0,1.0,2.0,,0.0,1.0,2.0,,2.0,1.0,,69.0,2.0,,2.0,2.0,63.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502_6_2,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19671015.0,44.0,11.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,1.0,,67.0,2.0,,1.0,1.0,,74.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665_8_1,0,1,0,0,0,0,0,0,0,0,2.0,1.0,19330225.0,79.0,6.0,4.0,,,3.0,1.0,2.0,,2.0,2.0,76.0,,2.0,,2.0,2.0,50.0,,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531_3_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19850202.0,27.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,61.0,2.0,,3.0,1.0,,66.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743_12_3,0,1,0,0,0,0,0,0,0,0,1.0,4.0,19920407.0,20.0,5.0,5.0,,,0.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,6.0,2.0,3.0,2.0,1.0,1.0,,,6.0,3.0,1.0,1.0,,,,,,6.0,2.0,1.0,2.0,,0.0,20.0,1.0,,,,2.0,150000.0,0.0,50000.0,0.0,10000.0,500000.0,0.0,0.0,710000.0,1.0,1.0,,1.0,2.0,,,,2.0,,,,,,,2.0,,2.0,,2.0,,,2.0,,4.0
244_5_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19630305.0,49.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,75.0,2.0,,2.0,2.0,82.0,,1.0,1.0,1.0,5.0,4.0,6.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637_8_2,0,0,0,0,0,0,1,0,0,0,2.0,2.0,19820218.0,30.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,61.0,2.0,,2.0,1.0,,74.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740_2_4,0,0,1,0,0,0,0,0,0,0,2.0,9.0,19731108.0,38.0,10.0,1.0,1.0,3.0,0.0,1.0,2.0,,5.0,1.0,,67.0,2.0,,5.0,2.0,65.0,,1.0,1.0,1.0,6.0,5.0,9.0,1.0,2.0,,,13.0,,,2.0,,,13.0,23.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513_5_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19590805.0,53.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,72.0,2.0,,2.0,2.0,69.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763_6_2,0,0,0,0,0,0,1,0,0,0,2.0,2.0,19780506.0,34.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,,3.0,1.0,,60.0,2.0,,3.0,1.0,,60.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250_7_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19440102.0,68.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,84.0,,2.0,,1.0,2.0,24.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335_1_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19400131.0,72.0,7.0,1.0,2.0,,0.0,1.0,2.0,,2.0,2.0,80.0,,2.0,,2.0,2.0,74.0,,2.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,,,2.0,,,2.0,,,2.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491_4_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19600401.0,52.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,73.0,,2.0,,2.0,2.0,80.0,,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,,,2.0,,,2.0,,,2.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279_2_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19470716.0,65.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,50.0,,2.0,,2.0,2.0,63.0,,3.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139_3_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19650427.0,47.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,73.0,2.0,,3.0,2.0,69.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687_8_2,0,0,0,0,0,1,0,0,0,0,2.0,2.0,19630202.0,49.0,7.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,1.0,,70.0,2.0,,1.0,2.0,45.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,12.0,,,2.0,,,12.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103_3_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19470701.0,65.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,50.0,,2.0,,2.0,2.0,80.0,,1.0,2.0,1.0,1.0,7.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388_8_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19750929.0,36.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,66.0,2.0,,3.0,1.0,,70.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568_8_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19390201.0,73.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,70.0,,2.0,,1.0,2.0,75.0,,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568_3_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19560915.0,56.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,70.0,,2.0,,2.0,2.0,70.0,,1.0,1.0,1.0,5.0,5.0,6.0,0.0,2.0,,,13.0,,,2.0,,,13.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606_2_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19600607.0,52.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,63.0,,2.0,,1.0,2.0,74.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213_2_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19790720.0,33.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,63.0,2.0,,2.0,1.0,,71.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,4.0,,,2.0,,,4.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396_6_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19780805.0,34.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,68.0,2.0,,2.0,2.0,73.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18_1_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19550120.0,57.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,93.0,,2.0,,1.0,2.0,45.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500_8_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19570314.0,55.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,72.0,,2.0,,1.0,2.0,81.0,,1.0,1.0,1.0,3.0,2.0,4.0,0.0,2.0,,,13.0,,,2.0,,,13.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715_4_2,0,0,0,0,0,1,0,0,0,0,2.0,2.0,19670225.0,45.0,6.0,1.0,1.0,1.0,0.0,1.0,2.0,,4.0,2.0,64.0,,2.0,,4.0,1.0,,79.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453_10_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19860305.0,26.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,53.0,2.0,,2.0,1.0,,57.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739_1_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19560523.0,56.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,78.0,2.0,,1.0,1.0,,82.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148_5_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19570407.0,55.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,38.0,,2.0,,3.0,2.0,82.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707_1_2,0,0,1,0,0,0,0,0,0,0,2.0,2.0,19560724.0,56.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,1.0,,82.0,2.0,,1.0,2.0,80.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112_1_1,0,0,0,0,0,0,0,0,0,1,1.0,1.0,19450303.0,67.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,75.0,,2.0,,2.0,2.0,56.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374_5_1,0,0,0,1,0,0,0,0,0,0,2.0,1.0,19550528.0,57.0,3.0,4.0,,,0.0,1.0,2.0,,2.0,2.0,85.0,,2.0,,1.0,2.0,54.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808_2_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19811001.0,30.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,,5.0,1.0,,54.0,2.0,,9.0,1.0,,64.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305_10_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19360904.0,76.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,60.0,,2.0,,1.0,2.0,54.0,,1.0,1.0,1.0,1.0,7.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490_5_2,0,0,0,0,0,0,1,0,0,0,2.0,1.0,19680519.0,44.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,2.0,76.0,,2.0,,2.0,2.0,74.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
